,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Esperance,0,AU,1562511399,76,-33.86,121.89,51.8,8.05
377,Petrovskoye,0,RU,1562511399,48,56.26,36.47,66.2,6.71
378,Mayo,20,CA,1562511399,54,63.59,-135.9,57.2,5.82
379,Tari,0,NG,1562511399,27,12.41,4.49,101.7,7.34
380,Mangalia,0,RO,1562511399,48,43.8,28.58,86.0,23.04
381,Savonlinna,75,FI,1562511400,93,61.87,28.88,57.2,3.36
382,Staroshcherbinovskaya,7,RU,1562511400,64,46.63,38.66,75.06,12.44
383,Kangaatsiaq,10,GL,1562511400,67,68.31,-53.46,46.98,11.95
384,Catuday,100,PH,1562511400,78,16.29,119.81,84.6,14.76
385,Nishihara,75,JP,1562511401,88,35.74,139.53,68.0,10.29
386,Impfondo,100,CD,1562511401,97,1.62,18.06,71.46,6.33
387,Kendal,20,ID,1562511401,69,-6.92,110.2,82.4,4.7
388,Honningsvag,20,NO,1562511401,76,70.98,25.97,50.0,14.99
389,Beni,100,CD,1562511401,94,0.49,29.47,73.08,1.66
390,Bandar,90,BD,1562511190,94,22.29,91.78,78.8,16.11
391,Pershotravneve,57,UA,1562511402,58,51.38,28.88,69.3,11.68
392,Iwanai,24,JP,1562511402,97,42.97,140.51,54.18,6.06
393,Tarauaca,100,BR,1562511402,64,-8.16,-70.77,63.9,5.73
394,Nautla,0,MX,1562511403,72,20.22,-96.78,82.26,1.01
395,Nemuro,100,JP,1562511403,95,43.32,145.57,52.02,9.84
396,Russell,75,US,1562511403,83,38.9,-98.86,75.99,5.82
397,Deputatskiy,39,RU,1562511403,81,69.3,139.9,48.78,3.15
398,George Town,75,MY,1562511403,79,5.42,100.33,86.0,5.82
399,Ganzhou,100,CN,1562511404,97,25.86,114.93,72.18,2.33
400,Birjand,0,IR,1562511404,9,32.86,59.22,91.4,16.11
401,Kutum,99,SD,1562511404,20,14.2,24.66,91.8,11.03
402,Houma,67,CN,1562511404,46,35.63,111.36,75.24,9.62
403,Clyde River,75,CA,1562511404,86,70.47,-68.59,41.0,12.75
404,Nanortalik,86,GL,1562511405,47,60.14,-45.24,53.1,15.03
405,Beian,20,NO,1562511405,62,63.66,9.57,59.0,10.29
406,Luganville,90,VU,1562511405,96,-15.51,167.18,70.2,4.21
407,Myitkyina,100,MM,1562511405,97,25.38,97.4,72.54,2.24
408,Pamantingan,14,PH,1562511406,80,6.7,124.46,79.74,10.89
409,Tezu,100,IN,1562511406,96,27.93,96.16,72.72,1.88
410,Nandu,0,CN,1562511406,83,31.44,119.33,75.2,2.24
411,Saint Anthony,1,US,1562511362,59,43.97,-111.68,66.99,6.93
412,Fairbanks,1,US,1562511171,76,64.84,-147.72,60.8,3.51
413,Leu,0,RO,1562511406,35,44.19,24.0,93.99,9.17
414,Dingle,67,PH,1562511407,89,11.0,122.67,75.96,2.46
415,Santa Catalina,77,UY,1562511407,65,-33.79,-57.49,46.99,8.05
416,Le Mans,0,FR,1562511165,35,48.01,0.2,88.0,9.17
417,Azuaga,0,ES,1562511407,25,38.26,-5.68,88.0,10.0
418,Varhaug,75,NO,1562511407,71,58.61,5.65,55.99,18.34
419,Harper,40,US,1562511407,69,30.3,-99.24,82.0,12.75
420,Sobolevo,100,RU,1562511408,91,54.43,31.9,60.12,7.05
421,Koslan,100,RU,1562511408,81,63.46,48.9,61.02,4.9
422,Japura,17,ID,1562511408,94,-0.42,102.29,75.06,2.3
423,Whitehorse,40,CA,1562511408,76,60.72,-135.06,55.4,3.36
424,Presidente Olegario,0,BR,1562511409,50,-18.42,-46.42,66.99,5.01
425,Hofn,75,IS,1562511409,33,64.25,-15.21,62.6,18.34
426,Huamachuco,3,PE,1562511409,50,-7.82,-78.05,56.34,3.89
427,Romny,70,UA,1562511409,82,50.74,33.49,69.48,13.11
428,Artvin,40,TR,1562511409,65,41.18,41.83,78.8,5.82
429,Letterkenny,0,IE,1562511343,71,54.95,-7.73,60.8,13.87
430,Bari,0,IT,1562511285,34,41.13,16.86,95.0,9.17
431,Angoram,100,PG,1562511410,98,-4.06,144.07,73.8,1.28
432,Martapura,0,ID,1562511410,84,-3.41,114.85,75.96,11.74
433,Portland,1,US,1562511411,46,43.66,-70.25,73.99,8.05
434,Pandan,38,PH,1562511411,78,11.72,122.09,82.98,9.55
435,Manggar,32,ID,1562511411,84,-2.88,108.27,78.48,4.56
436,Otane,2,NZ,1562511411,76,-39.89,176.62,48.0,8.01
437,Adre,0,TD,1562511411,24,13.47,22.2,93.96,7.4
438,Taybad,0,IR,1562511411,13,34.74,60.78,86.94,21.16
439,Labuhan,23,ID,1562511412,87,-2.54,115.51,72.18,1.79
440,Arlit,0,NE,1562511412,5,18.74,7.39,108.36,8.7
441,Sarwar,97,IN,1562511412,78,26.06,75.01,81.72,13.02
442,Sisimiut,81,GL,1562511413,68,66.94,-53.67,45.72,14.25
443,Martinez,1,US,1562511311,82,38.01,-122.13,61.0,6.82
444,Porto Walter,100,BR,1562511413,60,-8.27,-72.74,67.32,5.14
445,Mecca,62,SA,1562511219,17,21.43,39.83,100.26,15.03
446,Quang Ngai,64,VN,1562511413,94,15.12,108.8,73.62,3.4
447,Lagos,75,NG,1562511335,74,6.46,3.39,86.0,11.41
448,Margate,58,AU,1562511414,93,-43.03,147.26,41.0,9.17
449,Palu,74,ID,1562511414,84,-0.9,119.87,76.68,2.86
450,Cidreira,96,BR,1562511414,67,-30.17,-50.22,50.94,5.7
451,Lompoc,32,US,1562511414,100,34.64,-120.46,61.0,3.49
452,Thinadhoo,32,MV,1562511414,68,0.53,72.93,84.96,9.13
453,Teya,40,MX,1562511415,78,21.05,-89.07,86.0,4.7
454,Bonavista,96,CA,1562511415,81,48.65,-53.11,66.99,15.99
455,Nome,40,US,1562511415,84,30.04,-94.42,86.0,5.82
456,Finnsnes,20,NO,1562511415,56,69.23,17.98,68.0,9.17
457,Sampit,13,ID,1562511415,93,-2.54,112.95,73.62,2.89
458,Marsh Harbour,61,BS,1562511415,72,26.54,-77.06,83.52,15.48
459,Mantamados,0,GR,1562511416,26,39.31,26.33,91.4,11.41
460,Wenling,100,CN,1562511416,84,28.38,121.38,77.0,3.06
461,Chifeng,3,CN,1562511416,72,42.27,118.96,60.84,1.95
462,Bella Vista,55,AR,1562511416,66,-27.03,-65.31,53.6,5.82
463,Bend,1,US,1562511417,66,44.06,-121.32,55.99,2.68
464,Mersing,24,MY,1562511417,93,2.43,103.84,75.78,1.43
465,Kenora,5,CA,1562511417,88,49.76,-94.48,66.2,3.36
466,Morondava,0,MG,1562511417,71,-20.3,44.28,74.7,13.58
467,Sondrio,20,IT,1562511417,38,46.17,9.88,91.99,16.11
468,Taki,40,IN,1562511418,84,22.59,88.93,86.0,9.17
469,Santa Maria,0,BR,1562511418,43,-16.02,-48.01,70.0,8.05
470,Stromness,75,CA,1562511418,68,42.87,-79.55,73.99,17.22
471,Sabang,45,PH,1562511419,94,13.8,121.11,74.52,2.01
472,Saint-Augustin,20,CA,1562511419,52,45.63,-73.98,71.01,2.24
473,Verkhnevilyuysk,24,RU,1562511419,95,63.45,120.31,58.5,2.82
474,Oranjemund,22,ZA,1562511419,89,-28.55,16.43,57.96,16.11
475,Potsdam,0,DE,1562511419,42,52.4,13.06,66.99,11.41
476,Geraldton,75,CA,1562511420,55,49.72,-86.95,66.2,4.7
477,Fruitville,1,US,1562511420,78,36.62,-91.77,84.0,3.36
478,Regina,40,CA,1562511133,88,50.45,-104.62,71.6,16.11
479,Ostrovnoy,0,RU,1562511420,81,68.05,39.51,44.46,20.42
480,Vestmannaeyjar,0,IS,1562511420,82,63.44,-20.27,55.4,14.99
481,Durham,75,GB,1562511411,67,54.78,-1.58,64.99,11.41
482,Taksimo,100,RU,1562511421,69,56.36,114.84,61.2,7.18
483,Ust-Ordynskiy,0,RU,1562511421,82,52.8,104.75,64.4,4.47
484,Sept-Iles,75,CA,1562511319,42,50.2,-66.38,70.0,19.46
485,Belmonte,100,PT,1562511421,32,40.36,-7.35,78.01,3.78
486,Iskateley,0,RU,1562511421,73,67.68,53.15,44.64,22.75
487,Laguna,40,BZ,1562511124,83,16.17,-88.94,80.6,1.52
488,Kirakira,62,SB,1562511422,87,-10.46,161.92,77.94,8.81
489,Raudeberg,12,NO,1562511422,62,61.99,5.14,60.8,19.46
490,Husavik,0,CA,1562511422,40,50.56,-96.99,73.0,1.99
491,Baykit,78,RU,1562511423,57,61.68,96.39,58.68,0.72
492,Bambanglipuro,14,ID,1562511423,83,-7.95,110.28,76.86,17.25
493,Tessalit,66,ML,1562511423,12,20.2,1.01,107.28,9.98
494,Sao Jeronimo,0,BR,1562511423,70,-29.96,-51.72,51.01,5.82
495,Oriximina,100,BR,1562511424,58,-1.77,-55.87,86.76,2.82
496,Muroto,96,JP,1562511424,95,33.37,134.14,68.58,1.48
497,Hanstholm,100,DK,1562511424,81,57.12,8.61,57.99,20.98
498,Vila Velha,75,BR,1562511424,62,-3.71,-38.6,86.0,14.99
499,Hong Gai,0,VN,1562511424,84,20.96,107.09,87.8,8.05
500,Los Llanos de Aridane,75,ES,1562511425,65,28.66,-17.92,77.0,12.75
501,Mogadishu,75,SO,1562511425,69,2.04,45.34,82.4,16.11
502,Tsaratanana,42,MG,1562511425,41,-16.8,47.65,71.1,3.36
503,Ketchikan,90,US,1562511426,93,55.34,-131.65,57.2,17.22
504,Tshela,100,CD,1562511426,61,-4.99,12.94,80.28,3.22
505,Miandrivazo,51,MG,1562511426,63,-19.53,45.46,71.46,4.05
506,Half Moon Bay,90,US,1562511426,87,37.46,-122.43,60.8,5.82
507,Dalaba,70,GN,1562511427,77,10.69,-12.25,82.26,3.04
508,Lazaro Cardenas,90,MX,1562511427,88,28.39,-105.62,75.0,6.93
509,Itarema,2,BR,1562511427,57,-2.92,-39.92,86.94,9.71
510,Aleksandrov Gay,66,RU,1562511427,38,50.14,48.57,74.88,11.61
511,Necochea,100,AR,1562511427,73,-38.55,-58.74,48.99,8.01
512,Tateyama,10,JP,1562511428,93,36.66,137.31,73.0,1.01
513,Churapcha,100,RU,1562511428,81,62.0,132.43,54.72,1.23
514,Port Harcourt,100,NG,1562511428,97,4.77,7.02,73.26,8.88
515,Beri,91,IN,1562511428,47,25.9,79.89,95.4,7.56
516,Oga,75,IT,1562511428,51,46.46,10.35,72.0,3.36
517,Litovko,67,RU,1562511429,95,49.24,135.18,67.5,1.36
518,Arauca,75,VE,1562511429,83,7.08,-70.76,80.6,3.78
519,Orumiyeh,20,IR,1562511429,23,37.55,45.08,86.0,6.93
520,Ahipara,50,NZ,1562511429,73,-35.17,173.16,57.24,18.52
521,Ilabaya,6,PE,1562511430,31,-17.42,-70.51,73.08,6.73
522,Andapa,44,MG,1562511430,92,-14.66,49.65,65.16,1.83
523,Coahuayana,40,MX,1562511430,82,18.62,-100.35,76.68,2.04
524,Soligalich,100,RU,1562511430,90,59.08,42.29,57.78,5.37
525,Deer Lake,40,CA,1562511431,55,49.18,-57.43,64.4,13.87
526,Enkoping,71,SE,1562511431,48,59.64,17.08,66.2,13.87
527,Booue,100,GA,1562511431,79,-0.09,11.94,73.44,4.38
528,Bulungu,46,CD,1562511431,16,-4.54,18.6,97.56,4.09
529,Walvis Bay,0,NA,1562511431,37,-22.95,14.51,86.0,8.05
530,Meulaboh,100,ID,1562511432,67,4.14,96.13,84.96,7.96
531,Stara Synyava,100,UA,1562511432,79,49.6,27.62,71.64,9.95
532,Amapa,20,HN,1562511432,83,15.09,-87.97,80.6,4.7
533,Salem,75,US,1562511235,82,44.94,-123.03,61.0,4.7
534,Yinchuan,100,CN,1562511298,17,38.48,106.21,75.6,8.3
535,Gold Coast,90,AU,1562511432,100,-28.0,153.41,60.01,6.93
536,Sumter,90,US,1562511327,78,33.92,-80.34,87.01,6.26
537,Gympie,1,AU,1562511433,93,-26.2,152.66,57.0,1.01
538,San Jose del Guaviare,100,CO,1562511399,96,2.57,-72.65,73.44,3.04
539,Jinchang,100,CN,1562511433,62,38.52,102.19,53.64,9.22
540,Fort Saint James,54,CA,1562511433,67,54.43,-124.25,58.86,3.58
541,Tougan,26,BF,1562511304,22,13.07,-3.07,104.04,7.05
542,Araouane,0,ML,1562511434,12,18.9,-3.53,108.9,4.79
543,Garowe,0,SO,1562511434,33,8.41,48.48,90.0,23.26
544,Isangel,31,VU,1562511434,77,-19.55,169.27,72.72,21.65
545,Payo,5,ID,1562511434,97,-3.75,103.64,66.6,3.44
546,Caravelas,96,BR,1562511434,68,-17.73,-39.27,71.82,18.21
547,Seidu,62,NG,1562511435,69,8.32,4.47,84.06,7.65
